LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:d9fe0a,wieso liest denn\nniemand die Regeln!?,why does no one\nread the rules!?,why does no one\nread the rules!?,Original,Runner3Start
line:538f2a,du bist heute schon <color=red>die zweite Person</color>\ndie ich abweisen musste!,you're <color=red>the second person</color>\ni've had to turn away today!,you're <color=red>the second person</color>\ni've had to turn away today!,Original,Runner3Start
line:4b379d,wie auch immer,anyway,anyway,Original,Runner3Start
line:9cdf84,ich muss dann mal,i gotta go,i gotta go,Original,Runner3Start
line:2fffae,tja,welp,welp,Original,Runner3Start
line:b89bd1,ich muss los,i gotta go,i gotta go,Original,Runner3Start
line:6ce8aa,ugh...,ugh...,ugh...,Original,Runner4Start
line:682dfd,"ich hasse es, meine Beine zu trainieren",i hate leg days,i hate leg days,Original,Runner4Start
line:919d2e,"ah, ähm",oh uh,oh uh,Player,Runner4Start
line:486301,"dein Onkel wollte,\ndass ich dich erinnere",your uncle wanted me to remind you,your uncle wanted me to remind you,Player,Runner4Start
line:412751,Pausen einzulegen,to take breaks,to take breaks,Player,Runner4Start
line:dc639a,und viel zu trinken,and to stay hydrated,and to stay hydrated,Player,Runner4Start
line:c9231c,das ist ein guter Rat,that's good advice,that's good advice,Original,Runner4Start
line:17a4fb,aber zuerst noch eine Runde...,just one more lap first...,just one more lap first...,Original,Runner4Start
line:d74fa4,viel Glück!,good luck!,good luck!,Player,Runner4Start
line:41e6b6,danke,thanks,thanks,Original,Runner4Start
line:5cafa7,ach...,ugh...,ugh...,Original,Runner4Start
line:771cf2,ich hasse es meine Beine zu trainieren,i hate leg days,i hate leg days,Original,Runner4Start
line:21cf22,"Die Helianthus Dissultantis\n""Gummi Blume""","The Helianthus Dissultantis ""Rubber Flower""","The Helianthus Dissultantis ""Rubber Flower""",Original,BucketSignStart
line:ac8167,"Offizielle Blume\ndes Provinzparks ""Falkenspitze""",Hawk Peak Provincial Park's Official Flower,Hawk Peak Provincial Park's Official Flower,Original,BucketSignStart
line:e36269,Diese einzigartige Spezies <color=yellow>blüht</color>\nunter Flutbedingungen <color=yellow>sofort</color>\nund bläßt sich auf wie ein Wasserballon!,"This unique species <color=yellow>blooms instantly</color>\nin flash flooding conditions, inflating\nlike a water balloon!","This unique species <color=yellow>blooms instantly</color>\nin flash flooding conditions, inflating\nlike a water balloon!",Original,BucketSignStart
line:ec2521,Erfahre es selbst mit\nden bereitgestellten <color=yellow>Wassereimern!</color>,Experience it for yourself with one of\nthe park's communal <color=yellow>water buckets!</color>,Experience it for yourself with one of\nthe park's communal <color=yellow>water buckets!</color>,Original,BucketSignStart
line:da1b6e,<color=#D7876F>*Alle Eimer sind Parkeigentum.</color>,<color=#e3967f>*All buckets are property of the park.</color>,<color=#D7876F>*All buckets are property of the park.</color>,Original,BucketSignStart
line:9d3c78,<color=#D7876F>Bitte die Eimer nicht aus\ndem Park entfernen!!</color>,<color=#e3967f>Please do not remove buckets\nfrom the park!!</color>,<color=#D7876F>Please do not remove buckets\nfrom the park!!</color>,Original,BucketSignStart
line:cdb11f,hmm,hmm,hmm,Player,BucketSignStart
line:893c47,ein Eimer voller Wasser wird\nsicher ganz schön schwer sein...,a bucket full of water seems heavy...,a bucket full of water seems heavy...,Player,BucketSignStart
line:dc899d,"ich glaube nicht, dass\nich mit einem vollen Eimer fliegen\noder klettern kann...",i don't think i could fly\nor climb carrying a bucket\nfull of water...,i don't think i could fly\nor climb carrying a bucket\nfull of water...,Player,BucketSignStart
line:c03601,aber ich kann bestimmt gleiten!,but i could probably still glide!,but i could probably still glide!,Player,BucketSignStart
line:37428a,"ich glaube nicht, dass\nich mit einem vollen Eimer fliegen\noder klettern kann",i don't think i could fly\nor climb carrying a bucket\nfull of water,i don't think i could fly\nor climb carrying a bucket\nfull of water,Player,BucketSignStart
line:e51435,aber ich kann bestimmt gleiten!,but i could probably still glide!,but i could probably still glide!,Player,BucketSignStart
line:0511de,"was auch immer,\nganz wie du willst","whatever, suit yourself","whatever, suit yourself",Original,ToughBirdExit
line:cee433,was ist MEIN Ding?,what's MY deal?,what's MY deal?,Original,ToughBirdWhatDeal
line:6cdec4,PFF!,HMPH!,HMPH!,Original,ToughBirdWhatDeal
line:20b440,was ist DEIN Ding!?,what's YOUR deal!?,what's YOUR deal!?,Original,ToughBirdWhatDeal
line:5cd3d2,naja...,well...,well...,Player,ToughBirdWhatDeal
line:3a5721,ich besteige die Falkenspitze,i'm hiking up to hawk peak,i'm hiking up to hawk peak,Player,ToughBirdWhatDeal
line:763c29,wow,wow,wow,Original,ToughBirdWhatDeal
line:ca2ad4,hört sich irgendwie\nunspektakulär an,sounds kinda basic,sounds kinda basic,Original,ToughBirdWhatDeal
line:c72c5f,hey!,hey!,hey!,Player,ToughBirdWhatDeal
line:a73677,ich sag' ja nur,i'm just saying,i'm just saying,Original,ToughBirdWhatDeal
line:15eb7a,Touristen kommen von überall her,tourists come from all over,tourists come from all over,Original,ToughBirdWhatDeal
line:d047c2,und meinen,they're like,they're like,Original,ToughBirdWhatDeal
line:87fc49,"""ich besteiiige die Faaalkenspiiitze""","""i'm goonnaa hike to hawwk peaak""","""i'm goonnaa hike to hawwk peaak""",Original,ToughBirdWhatDeal
line:dc79a1,dann kommen sie hierher,then they get up there,then they get up there,Original,ToughBirdWhatDeal
line:df37dd,"und sehen, dass es tatsächlich\nechte Anstrengung erfordert",and see that it actually\ntakes real effort,and see that it actually\ntakes real effort,Original,ToughBirdWhatDeal
line:65f61c,und dann geben sie auf,and then they give up,and then they give up,Original,ToughBirdWhatDeal
line:8e3aa9,gute Güte,geez,geez,Player,ToughBirdWhatDeal
line:d4abe7,du musst nicht,you don't have to be,you don't have to be,Player,ToughBirdWhatDeal
line:1cc87c,...so sein,...like that,...like that,Player,ToughBirdWhatDeal
line:0a3403,ich sag ja nur,i'm just saying,i'm just saying,Original,ToughBirdWhatDeal
line:11e3a4,es ist ein wenig\nunspektakulär,it's a little basic,it's a little basic,Original,ToughBirdWhatDeal
line:47ba90,also,so,so,Player,ToughBirdWhatDeal
line:cf0784,was IST dein Ding?,what IS your deal?,what IS your deal?,Player,ToughBirdWhatDeal
line:5ddd9c,ich hab' dir gesagt\nwas mein Ding ist,i gave you mine,i gave you mine,Player,ToughBirdWhatDeal
line:0d3cc3, ,i need money,i need money,Original,ToughBirdWhatDeal
line:edd8e9,...,...,...,Player,ToughBirdWhatDeal
line:7973bb,*seufz*,*sigh*,*sigh*,Original,ToughBirdWhatDeal
line:adfb25,ich werde nächstes Semester\nnicht genug Geld für\nmeine Studiengebühren haben,i'm gonna be short on\ntuition next semester,i'm gonna be short on\ntuition next semester,Original,ToughBirdWhatDeal
line:cf2e64,ich habe aber\nfast genug beisammen,i'm nearly there though,i'm nearly there though,Original,ToughBirdWhatDeal
line:a6c367,also versuche ich nun\nnebenbei Geld zu verdienen,just trying to make some extra cash,just trying to make some extra cash,Original,ToughBirdWhatDeal
line:dc1233,huh,huh,huh,Player,ToughBirdWhatDeal
line:acb2a8,wie viel brauchst du,how much do you need,how much do you need,Player,ToughBirdWhatDeal
line:30eb73,...,...,...,Original,ToughBirdWhatDeal
line:ac88f8,nachdem ich\nmein ganzes Zeug verkauft habe,well after i sell\nall my junk,well after i sell\nall my junk,Original,ToughBirdWhatDeal
line:435122,werden mir immer noch\n400 Münzen fehlen...,i'll still be short by about 400 coins...,i'll still be short by about 400 coins...,Original,ToughBirdWhatDeal
line:72431d,oh,oh,oh,Player,ToughBirdWhatDeal
line:6f84d5,ja...,yeah...,yeah...,Original,ToughBirdWhatDeal
line:a86edb,aber egal,but whatever,but whatever,Original,ToughBirdWhatDeal
line:bad128,so ist das Leben,that's life i guess,that's life i guess,Original,ToughBirdWhatDeal
line:9cf882,warte ... was?,wait what?,wait what?,Original,ToughBirdTuition
line:cbaa8d,echt?,really?,really?,Original,ToughBirdTuition
line:9284d3,sicher!,yeah sure,yeah sure,Player,ToughBirdTuition
line:aff092,aber warum?,but why?,but why?,Original,ToughBirdTuition
line:7a98aa,ich weiss nicht,i dunno,i dunno,Player,ToughBirdTuition
line:9695ed,ich habe das meiste davon\nirgendwo auf der Insel gefunden,i found most of this just by\nlooking around the island,i found most of this just by\nlooking around the island,Player,ToughBirdTuition
line:131aa6,ich bin ziemlich gut darin\nSachen zu finden.,i'm pretty good at finding stuff,i'm pretty good at finding stuff,Player,ToughBirdTuition
line:6428d7,wow,wow,wow,Original,ToughBirdTuition
line:fda1cc,uh,uh,uh,Original,ToughBirdTuition
line:be049a,"ich weiss nicht,\nwas ich sagen soll",i don't know what to say,i don't know what to say,Original,ToughBirdTuition
line:67bb03,"es sind 400 Münzen, oder?","it's 400 coins, right?","it's 400 coins, right?",Player,ToughBirdTuition
line:fb019d,bitte sehr!,here ya go!,here ya go!,Player,ToughBirdTuition
line:07ddb5,...,...,...,Original,ToughBirdTuition
line:a36d85,danke,thanks,thanks,Original,ToughBirdTuition
line:2d0e86,um,um,um,Original,ToughBirdTuition
line:d33091,"hier, nimm diese",you can have this,you can have this,Original,ToughBirdTuition
line:bd574d,ich...uh...,i uh,i uh,Original,ToughBirdTuition
line:ffdcaf,hab' sie gefunden,found it,found it,Original,ToughBirdTuition
line:0f0128,"ich hätte sie im Internet verkauft, oder so",i was gonna sell it on\nthe Internet or whatever,i was gonna sell it on\nthe Internet or whatever,Original,ToughBirdTuition
line:13777d,aber nun brauche ich sie nicht mehr,but i don't need it anymore,but i don't need it anymore,Original,ToughBirdTuition
line:6efae9,huh,huh,huh,Player,ToughBirdTuition
line:c0e365,okay,okay,okay,Player,ToughBirdTuition
line:c84104,bis später!,later,later,Original,ToughBirdExitNeutral
line:fafc6f,"oh, ja?",oh yeah,oh yeah,Original,ToughBirdBuyFeatherNice
line:2068f8,kein Problem,no problem,no problem,Original,ToughBirdBuyFeatherNice
line:cb2443,du kannst sie für den regulären Preis\nvon 40 Münzen haben,you can have it for the\nregular price of 40 coins,you can have it for the\nregular price of 40 coins,Original,ToughBirdBuyFeatherNice
line:6938d1,klar!,sure!,sure!,Original,ToughBirdBuyFeatherNice
line:9f5c4f,für 40 Münzen gehört sie dir,you can have it for 40 coins,you can have it for 40 coins,Original,ToughBirdBuyFeatherNice
line:db7350,bis später!,see ya later,see ya later,Original,ToughBirdBuyFeatherNice
line:99287e,"oh, warte",oh wait,oh wait,Player,ToughBirdBuyFeatherNice
line:6cf4bf,ich bin gerade knapp bei Kasse!,i'm short on cash,i'm short on cash,Player,ToughBirdBuyFeatherNice
line:f67146,eigentlich...,actually...,actually...,Original,ToughBirdBuyFeatherNice
line:e5cbce,hast du alle Federn gekauft\ndie ich noch hatte,you bought all the\nfeathers i had left,you bought all the\nfeathers i had left,Original,ToughBirdBuyFeatherNice
line:19dabf,tut mir leid,sorry,sorry,Original,ToughBirdBuyFeatherNice
line:7fcff9,ist OK.,that's OK,that's OK,Player,ToughBirdBuyFeatherNice
line:3e8976,diese Uhr ist echt schick,the watch is really nice,the watch is really nice,Player,GoatDone
line:7f5ed0,vielen Dank!,why thank you,why thank you,Original,GoatDone
line:97c9fe,es war die Uhr meines Großvaters,it was my grandfather's,it was my grandfather's,Original,GoatDone
line:546ed9,sie ist in der ganzen Welt\nherumgekommen,it's been all around the world,it's been all around the world,Original,GoatDone
line:c747af,ich habe diese Uhr\nschon früher einmal verloren,i've actually lost this watch before,i've actually lost this watch before,Original,GoatDone
line:fa221d,aber glücklicherweise,luckily,luckily,Original,GoatDone
line:89b012,scheint sie immer einen\nWeg nach Hause zu finden,it's always seemed to find its way home,it's always seemed to find its way home,Original,GoatDone
line:7bd1ef,"hey, ich glaube\nich habe deine Uhr gefunden","hey, i think i found your watch","hey, i think i found your watch",Player,GoatGive
line:eff68a,ja!,yes!,yes!,Original,GoatGive
line:677360,das ist sie!!,that's it!!,that's it!!,Original,GoatGive
line:abc1c9,danke! danke!!,thank you! thank you!!,thank you! thank you!!,Original,GoatGive
line:d4347e,bitte sehr!,you're welcome!,you're welcome!,Player,GoatGive
line:094523,ich möchte den Gefallen erwiedern,i ought to return the favour,i ought to return the favour,Original,GoatGive
line:03dcec,bitte,please,please,Original,GoatGive
line:d95867,nimm das,take this,take this,Original,GoatGive
line:85f9d5,silberne Federn sind sehr selten,silver feathers are very rare,silver feathers are very rare,Original,GoatGive
line:72666e,mit einer in einer Hand,"with one in hand,","with one in hand,",Original,GoatGive
line:6083ad,kannst du schneller klettern,you can climb faster,you can climb faster,Original,GoatGive
line:94f75d,und höher fliegen!,and fly higher!,and fly higher!,Original,GoatGive
line:4bd63e,hallo nochmal!,hey again!,hey again!,Original,RhinoStart
line:dc151d,hallo!,hey there!,hey there!,Original,RhinoStart
line:036988,was hast du heute vor?,what are you up to today?,what are you up to today?,Original,RhinoStart
line:978863,also,uh,uh,Player,RhinoStart
line:8f879a,ich wandere zur Falkenspitze,i'm hiking up to Hawk Peak,i'm hiking up to Hawk Peak,Player,RhinoStart
line:af7466,das ist eine schwierige Wanderung!,that's a tough hike!,that's a tough hike!,Original,RhinoStart
line:2d5d1b,weißt du,you know,you know,Original,RhinoStart
line:73be56,du musst <color=red>Felsklettern</color> lernen\num es bis ganz nach oben zu schaffen!,you'll need to learn to <color=red>rock climb</color>\nto make it to the top!,you'll need to learn to <color=red>rock climb</color>\nto make it to the top!,Original,RhinoStart
line:88b586,wieso trittst du nicht unserem\nBergsteigerklub bei?,why not join our\nrock climbing club?,why not join our\nrock climbing club?,Original,RhinoStart
line:64794d,"also, ähm",oh uh,oh uh,Player,RhinoStart
line:510fdb,seid das nur ihr zwei?,is it just the two of you?,is it just the two of you?,Player,RhinoStart
line:7149bd,HEY!,HEY!,HEY!,ClimbSquirrel,RhinoStart
line:1535cf,"DER FELSKLETTERVERBAND HAT\nHUNDERTE MITGLIEDER, DIE WELTWEIT ÜBER\n35 LÄNDER VERTEILT SIND!",THE ROCK CLIMBERS ASSOCIATION\nHAS HUNDREDS OF MEMBERS SPANNING\nOVER 35 COUNTRIES WORLDWIDE!,THE ROCK CLIMBERS ASSOCIATION\nHAS HUNDREDS OF MEMBERS SPANNING\nOVER 35 COUNTRIES WORLDWIDE!,ClimbSquirrel,RhinoStart
line:ee02f6,"HUNDERTE VON MITGLIEDERN,\nWELCHE DIE KUNST DES FELSKLETTERNS\nERWEITERN UND VERFEINERN",HUNDREDS OF MEMBERS GROWING AND\nREFINING THE ART OF ROCK CLIMBING,HUNDREDS OF MEMBERS GROWING AND\nREFINING THE ART OF ROCK CLIMBING,ClimbSquirrel,RhinoStart
line:239d8b,VERBESSERN IHRE FÄHIGKEITEN\nBIS ANS ABSOLUTE LIMIT\nUND ÜBER DIESES HINAUS!,PUSHING THE CRAFT TO ITS\nABSOLUTE LIMIT AND BEYOND,PUSHING THE CRAFT TO ITS\nABSOLUTE LIMIT AND BEYOND,ClimbSquirrel,RhinoStart
line:ee8510,uh,uh,uh,Player,RhinoStart
line:53d1c0,ich meinte,i meant,i meant,Player,RhinoStart
line:258d4f,ob es nur ihr zwei seid ...,if it's just the two of you...,if it's just the two of you...,Player,RhinoStart
line:ab6dd5,also,"like,","like,",Player,RhinoStart
line:47b978,hier?,here?,here?,Player,RhinoStart
line:195560,...,...,...,ClimbSquirrel,RhinoStart
line:e54ad7,WAS NUN!?,WHAT OF IT!?,WHAT OF IT!?,ClimbSquirrel,RhinoStart
line:451176,PASS MAL AUF,LISTEN KID,LISTEN KID,ClimbSquirrel,RhinoStart
line:d84a7a,KLETTERN IST NICHTS\nFÜR SCHWACHE NERVEN,CLIMBING AIN'T FOR THE WEAK OF HEART,CLIMBING AIN'T FOR THE WEAK OF HEART,ClimbSquirrel,RhinoStart
line:93890e,DIE MEISTEN LEUTE,MOST PEOPLE,MOST PEOPLE,ClimbSquirrel,RhinoStart
line:74a72e,HABEN NICHT\nDAS GEWISSE ETWAS,DON'T HAVE WHAT IT TAKES,DON'T HAVE WHAT IT TAKES,ClimbSquirrel,RhinoStart
line:f6efc5,uhm,um,um,Original,RhinoStart
line:5ff3ad,es ist nicht wirklich\nso schlimm!,it's not really that bad!,it's not really that bad!,Original,RhinoStart
line:9b7f63,also wie dem auch sei,so anyway,so anyway,Original,RhinoStart
line:021ae9,möchtest du dem\nBergsteigerklub beitreten?,you want to join the climbers club?,you want to join the climbers club?,Original,RhinoAsk
line:132ea9,klar,sure,-> sure,Player,RhinoAsk
line:fa8e51,"nein, danke",nah,-> nah,Player,RhinoAsk
